HCHO_reading,Location,Current_Date,Next_Date
7.561145937623848e-05,nuwara eliya proper,2021-03-21,2021-03-22
0.0001038568998208,nuwara eliya proper,2021-03-22,2021-03-23
0.0001038568998208,nuwara eliya proper,2021-03-23,2021-03-24
0.0001038568998208,nuwara eliya proper,2021-03-24,2021-03-25
0.0001038568998208,nuwara eliya proper,2021-03-25,2021-03-26
0.0001038568998208,nuwara eliya proper,2021-03-26,2021-03-27
0.0001038568998208,nuwara eliya proper,2021-03-27,2021-03-28
0.0001038568998208,nuwara eliya proper,2021-03-28,2021-03-29
0.0001038568998208,nuwara eliya proper,2021-03-29,2021-03-30
0.000116170097935,nuwara eliya proper,2021-03-30,2021-03-31
0.0002099248065849,nuwara eliya proper,2021-03-31,2021-04-01
8.696148634597843e-05,nuwara eliya proper,2021-04-01,2021-04-02
0.0002628107192817,nuwara eliya proper,2021-04-02,2021-04-03
1.692889661756688e-05,nuwara eliya proper,2021-04-03,2021-04-04
0.0001190789900508,nuwara eliya proper,2021-04-04,2021-04-05
0.0001675908371199,nuwara eliya proper,2021-04-05,2021-04-06
0.0001377191974507,nuwara eliya proper,2021-04-06,2021-04-07
5.0220362039466525e-05,nuwara eliya proper,2021-04-07,2021-04-08
0.0002280208290907,nuwara eliya proper,2021-04-08,2021-04-09
0.0002280208290907,nuwara eliya proper,2021-04-09,2021-04-10
0.0002280208290907,nuwara eliya proper,2021-04-10,2021-04-11
0.0002280208290907,nuwara eliya proper,2021-04-11,2021-04-12
0.0002280208290907,nuwara eliya proper,2021-04-12,2021-04-13
0.0002280208290907,nuwara eliya proper,2021-04-13,2021-04-14
0.0002280208290907,nuwara eliya proper,2021-04-14,2021-04-15
0.0002280208290907,nuwara eliya proper,2021-04-15,2021-04-16
0.0002280208290907,nuwara eliya proper,2021-04-16,2021-04-17
0.0001257294799757,nuwara eliya proper,2021-04-17,2021-04-18
0.0002574346148924,nuwara eliya proper,2021-04-18,2021-04-19
0.0002574346148924,nuwara eliya proper,2021-04-19,2021-04-20
7.389465232058697e-05,nuwara eliya proper,2021-04-20,2021-04-21
7.389465232058697e-05,nuwara eliya proper,2021-04-21,2021-04-22
7.389465232058697e-05,nuwara eliya proper,2021-04-22,2021-04-23
1.071458091709474e-05,nuwara eliya proper,2021-04-23,2021-04-24
0.0002413358536855,nuwara eliya proper,2021-04-24,2021-04-25
0.0001032247339513,nuwara eliya proper,2021-04-25,2021-04-26
0.0001032247339513,nuwara eliya proper,2021-04-26,2021-04-27
0.0001032247339513,nuwara eliya proper,2021-04-27,2021-04-28
0.0001032247339513,nuwara eliya proper,2021-04-28,2021-04-29
0.000115540264715,nuwara eliya proper,2021-04-29,2021-04-30
0.000115540264715,nuwara eliya proper,2021-04-30,2021-05-01
0.000115540264715,nuwara eliya proper,2021-05-01,2021-05-02
0.000115540264715,nuwara eliya proper,2021-05-02,2021-05-03
0.000115540264715,nuwara eliya proper,2021-05-03,2021-05-04
0.0002161074860211,nuwara eliya proper,2021-05-04,2021-05-05
0.0002161074860211,nuwara eliya proper,2021-05-05,2021-05-06
1.3986912276897812e-06,nuwara eliya proper,2021-05-06,2021-05-07
1.3986912276897812e-06,nuwara eliya proper,2021-05-07,2021-05-08
6.818923854570413e-05,nuwara eliya proper,2021-05-08,2021-05-09
6.818923854570413e-05,nuwara eliya proper,2021-05-09,2021-05-10
6.818923854570413e-05,nuwara eliya proper,2021-05-10,2021-05-11
6.818923854570413e-05,nuwara eliya proper,2021-05-11,2021-05-12
6.818923854570413e-05,nuwara eliya proper,2021-05-12,2021-05-13
6.818923854570413e-05,nuwara eliya proper,2021-05-13,2021-05-14
0.0001611427307691,nuwara eliya proper,2021-05-14,2021-05-15
0.0001611427307691,nuwara eliya proper,2021-05-15,2021-05-16
0.0001611427307691,nuwara eliya proper,2021-05-16,2021-05-17
0.0001611427307691,nuwara eliya proper,2021-05-17,2021-05-18
0.0001340646563734,nuwara eliya proper,2021-05-18,2021-05-19
0.0003100065786437,nuwara eliya proper,2021-05-19,2021-05-20
0.0003100065786437,nuwara eliya proper,2021-05-20,2021-05-21
0.0003100065786437,nuwara eliya proper,2021-05-21,2021-05-22
7.453469622980183e-06,nuwara eliya proper,2021-05-22,2021-05-23
7.453469622980183e-06,nuwara eliya proper,2021-05-23,2021-05-24
7.453469622980183e-06,nuwara eliya proper,2021-05-24,2021-05-25
7.453469622980183e-06,nuwara eliya proper,2021-05-25,2021-05-26
7.453469622980183e-06,nuwara eliya proper,2021-05-26,2021-05-27
7.453469622980183e-06,nuwara eliya proper,2021-05-27,2021-05-28
7.453469622980183e-06,nuwara eliya proper,2021-05-28,2021-05-29
7.453469622980183e-06,nuwara eliya proper,2021-05-29,2021-05-30
4.036653227719536e-05,nuwara eliya proper,2021-05-30,2021-05-31
0.0001492267899274,nuwara eliya proper,2021-05-31,2021-06-01
0.0001467827662152,nuwara eliya proper,2021-06-01,2021-06-02
0.0001467827662152,nuwara eliya proper,2021-06-02,2021-06-03
0.0001467827662152,nuwara eliya proper,2021-06-03,2021-06-04
0.0001467827662152,nuwara eliya proper,2021-06-04,2021-06-05
0.0001467827662152,nuwara eliya proper,2021-06-05,2021-06-06
0.0001467827662152,nuwara eliya proper,2021-06-06,2021-06-07
0.0001467827662152,nuwara eliya proper,2021-06-07,2021-06-08
0.0001467827662152,nuwara eliya proper,2021-06-08,2021-06-09
0.0001467827662152,nuwara eliya proper,2021-06-09,2021-06-10
0.0001665395496044,nuwara eliya proper,2021-06-10,2021-06-11
0.0002186905243893,nuwara eliya proper,2021-06-11,2021-06-12
0.0002186905243893,nuwara eliya proper,2021-06-12,2021-06-13
0.0002186905243893,nuwara eliya proper,2021-06-13,2021-06-14
0.0002186905243893,nuwara eliya proper,2021-06-14,2021-06-15
1.409621244680026e-05,nuwara eliya proper,2021-06-15,2021-06-16
1.409621244680026e-05,nuwara eliya proper,2021-06-16,2021-06-17
1.409621244680026e-05,nuwara eliya proper,2021-06-17,2021-06-18
1.409621244680026e-05,nuwara eliya proper,2021-06-18,2021-06-19
1.409621244680026e-05,nuwara eliya proper,2021-06-19,2021-06-20
8.868142074216778e-05,nuwara eliya proper,2021-06-20,2021-06-21
0.0001369127368131,nuwara eliya proper,2021-06-21,2021-06-22
0.0001369127368131,nuwara eliya proper,2021-06-22,2021-06-23
0.0001369127368131,nuwara eliya proper,2021-06-23,2021-06-24
0.0001369127368131,nuwara eliya proper,2021-06-24,2021-06-25
8.49216169201307e-06,nuwara eliya proper,2021-06-25,2021-06-26
8.49216169201307e-06,nuwara eliya proper,2021-06-26,2021-06-27
2.4159278216488107e-05,nuwara eliya proper,2021-06-27,2021-06-28
7.456395320699945e-05,nuwara eliya proper,2021-06-28,2021-06-29
7.456395320699945e-05,nuwara eliya proper,2021-06-29,2021-06-30
4.212585031800327e-05,nuwara eliya proper,2021-06-30,2021-07-01
4.212585031800327e-05,nuwara eliya proper,2021-07-01,2021-07-02
0.0001659052132802,nuwara eliya proper,2021-07-02,2021-07-03
0.0001659052132802,nuwara eliya proper,2021-07-03,2021-07-04
0.0001659052132802,nuwara eliya proper,2021-07-04,2021-07-05
0.0001659052132802,nuwara eliya proper,2021-07-05,2021-07-06
0.0001659052132802,nuwara eliya proper,2021-07-06,2021-07-07
0.0001659052132802,nuwara eliya proper,2021-07-07,2021-07-08
0.0001659052132802,nuwara eliya proper,2021-07-08,2021-07-09
0.0001659052132802,nuwara eliya proper,2021-07-09,2021-07-10
0.0001659052132802,nuwara eliya proper,2021-07-10,2021-07-11
0.0001659052132802,nuwara eliya proper,2021-07-11,2021-07-12
0.0001659052132802,nuwara eliya proper,2021-07-12,2021-07-13
0.0001756359012158,nuwara eliya proper,2021-07-13,2021-07-14
0.0001756359012158,nuwara eliya proper,2021-07-14,2021-07-15
0.0001756359012158,nuwara eliya proper,2021-07-15,2021-07-16
0.0001756359012158,nuwara eliya proper,2021-07-16,2021-07-17
0.0001756359012158,nuwara eliya proper,2021-07-17,2021-07-18
0.0001756359012158,nuwara eliya proper,2021-07-18,2021-07-19
0.0001756359012158,nuwara eliya proper,2021-07-19,2021-07-20
6.109852446906464e-06,nuwara eliya proper,2021-07-20,2021-07-21
6.109852446906464e-06,nuwara eliya proper,2021-07-21,2021-07-22
6.109852446906464e-06,nuwara eliya proper,2021-07-22,2021-07-23
6.109852446906464e-06,nuwara eliya proper,2021-07-23,2021-07-24
6.109852446906464e-06,nuwara eliya proper,2021-07-24,2021-07-25
6.109852446906464e-06,nuwara eliya proper,2021-07-25,2021-07-26
6.109852446906464e-06,nuwara eliya proper,2021-07-26,2021-07-27
6.109852446906464e-06,nuwara eliya proper,2021-07-27,2021-07-28
0.0001029027602073,nuwara eliya proper,2021-07-28,2021-07-29
2.437888853628139e-05,nuwara eliya proper,2021-07-29,2021-07-30
2.437888853628139e-05,nuwara eliya proper,2021-07-30,2021-07-31
6.6710241007362e-05,nuwara eliya proper,2021-07-31,2021-08-01
6.6710241007362e-05,nuwara eliya proper,2021-08-01,2021-08-02
6.6710241007362e-05,nuwara eliya proper,2021-08-02,2021-08-03
0.0001111310664738,nuwara eliya proper,2021-08-03,2021-08-04
0.0001111310664738,nuwara eliya proper,2021-08-04,2021-08-05
0.0001111310664738,nuwara eliya proper,2021-08-05,2021-08-06
0.0001111310664738,nuwara eliya proper,2021-08-06,2021-08-07
0.0001111310664738,nuwara eliya proper,2021-08-07,2021-08-08
0.0001111310664738,nuwara eliya proper,2021-08-08,2021-08-09
0.0001111310664738,nuwara eliya proper,2021-08-09,2021-08-10
0.0001111310664738,nuwara eliya proper,2021-08-10,2021-08-11
0.0001111310664738,nuwara eliya proper,2021-08-11,2021-08-12
3.1993589298893425e-05,nuwara eliya proper,2021-08-12,2021-08-13
3.1993589298893425e-05,nuwara eliya proper,2021-08-13,2021-08-14
0.0001259911450523,nuwara eliya proper,2021-08-14,2021-08-15
0.0001259911450523,nuwara eliya proper,2021-08-15,2021-08-16
0.0001259911450523,nuwara eliya proper,2021-08-16,2021-08-17
0.0001259911450523,nuwara eliya proper,2021-08-17,2021-08-18
3.511333889729143e-05,nuwara eliya proper,2021-08-18,2021-08-19
2.4651114747045136e-05,nuwara eliya proper,2021-08-19,2021-08-20
2.4651114747045136e-05,nuwara eliya proper,2021-08-20,2021-08-21
2.4651114747045136e-05,nuwara eliya proper,2021-08-21,2021-08-22
2.4651114747045136e-05,nuwara eliya proper,2021-08-22,2021-08-23
2.4651114747045136e-05,nuwara eliya proper,2021-08-23,2021-08-24
3.489953156582662e-05,nuwara eliya proper,2021-08-24,2021-08-25
3.489953156582662e-05,nuwara eliya proper,2021-08-25,2021-08-26
3.489953156582662e-05,nuwara eliya proper,2021-08-26,2021-08-27
3.489953156582662e-05,nuwara eliya proper,2021-08-27,2021-08-28
3.489953156582662e-05,nuwara eliya proper,2021-08-28,2021-08-29
3.489953156582662e-05,nuwara eliya proper,2021-08-29,2021-08-30
3.489953156582662e-05,nuwara eliya proper,2021-08-30,2021-08-31
3.489953156582662e-05,nuwara eliya proper,2021-08-31,2021-09-01
3.489953156582662e-05,nuwara eliya proper,2021-09-01,2021-09-02
3.489953156582662e-05,nuwara eliya proper,2021-09-02,2021-09-03
3.489953156582662e-05,nuwara eliya proper,2021-09-03,2021-09-04
3.489953156582662e-05,nuwara eliya proper,2021-09-04,2021-09-05
3.489953156582662e-05,nuwara eliya proper,2021-09-05,2021-09-06
3.489953156582662e-05,nuwara eliya proper,2021-09-06,2021-09-07
3.692049190757886e-06,nuwara eliya proper,2021-09-07,2021-09-08
3.692049190757886e-06,nuwara eliya proper,2021-09-08,2021-09-09
0.000156822712461,nuwara eliya proper,2021-09-09,2021-09-10
0.000156822712461,nuwara eliya proper,2021-09-10,2021-09-11
0.000156822712461,nuwara eliya proper,2021-09-11,2021-09-12
7.427787813188622e-05,nuwara eliya proper,2021-09-12,2021-09-13
7.427787813188622e-05,nuwara eliya proper,2021-09-13,2021-09-14
7.427787813188622e-05,nuwara eliya proper,2021-09-14,2021-09-15
6.450556138100209e-05,nuwara eliya proper,2021-09-15,2021-09-16
4.566649045820752e-05,nuwara eliya proper,2021-09-16,2021-09-17
4.566649045820752e-05,nuwara eliya proper,2021-09-17,2021-09-18
4.566649045820752e-05,nuwara eliya proper,2021-09-18,2021-09-19
4.566649045820752e-05,nuwara eliya proper,2021-09-19,2021-09-20
4.566649045820752e-05,nuwara eliya proper,2021-09-20,2021-09-21
4.566649045820752e-05,nuwara eliya proper,2021-09-21,2021-09-22
4.566649045820752e-05,nuwara eliya proper,2021-09-22,2021-09-23
4.566649045820752e-05,nuwara eliya proper,2021-09-23,2021-09-24
4.566649045820752e-05,nuwara eliya proper,2021-09-24,2021-09-25
4.566649045820752e-05,nuwara eliya proper,2021-09-25,2021-09-26
4.566649045820752e-05,nuwara eliya proper,2021-09-26,2021-09-27
4.27022475417008e-05,nuwara eliya proper,2021-09-27,2021-09-28
4.27022475417008e-05,nuwara eliya proper,2021-09-28,2021-09-29
4.27022475417008e-05,nuwara eliya proper,2021-09-29,2021-09-30
4.27022475417008e-05,nuwara eliya proper,2021-09-30,2021-10-01
4.27022475417008e-05,nuwara eliya proper,2021-10-01,2021-10-02
4.27022475417008e-05,nuwara eliya proper,2021-10-02,2021-10-03
4.27022475417008e-05,nuwara eliya proper,2021-10-03,2021-10-04
4.27022475417008e-05,nuwara eliya proper,2021-10-04,2021-10-05
4.27022475417008e-05,nuwara eliya proper,2021-10-05,2021-10-06
0.0001606734136213,nuwara eliya proper,2021-10-06,2021-10-07
8.381618778558997e-06,nuwara eliya proper,2021-10-07,2021-10-08
1.1158767564189478e-05,nuwara eliya proper,2021-10-08,2021-10-09
1.1158767564189478e-05,nuwara eliya proper,2021-10-09,2021-10-10
1.1158767564189478e-05,nuwara eliya proper,2021-10-10,2021-10-11
1.1158767564189478e-05,nuwara eliya proper,2021-10-11,2021-10-12
1.1158767564189478e-05,nuwara eliya proper,2021-10-12,2021-10-13
1.1158767564189478e-05,nuwara eliya proper,2021-10-13,2021-10-14
1.1158767564189478e-05,nuwara eliya proper,2021-10-14,2021-10-15
0.0001821353990909,nuwara eliya proper,2021-10-15,2021-10-16
0.0001821353990909,nuwara eliya proper,2021-10-16,2021-10-17
0.0001821353990909,nuwara eliya proper,2021-10-17,2021-10-18
0.0001821353990909,nuwara eliya proper,2021-10-18,2021-10-19
0.0001821353990909,nuwara eliya proper,2021-10-19,2021-10-20
0.0001821353990909,nuwara eliya proper,2021-10-20,2021-10-21
0.0001821353990909,nuwara eliya proper,2021-10-21,2021-10-22
0.0001821353990909,nuwara eliya proper,2021-10-22,2021-10-23
0.0001821353990909,nuwara eliya proper,2021-10-23,2021-10-24
0.0001821353990909,nuwara eliya proper,2021-10-24,2021-10-25
0.0001821353990909,nuwara eliya proper,2021-10-25,2021-10-26
0.0001821353990909,nuwara eliya proper,2021-10-26,2021-10-27
0.0001375630682047,nuwara eliya proper,2021-10-27,2021-10-28
0.0001375630682047,nuwara eliya proper,2021-10-28,2021-10-29
0.0001375630682047,nuwara eliya proper,2021-10-29,2021-10-30
0.0001375630682047,nuwara eliya proper,2021-10-30,2021-10-31
0.0001375630682047,nuwara eliya proper,2021-10-31,2021-11-01
0.0001375630682047,nuwara eliya proper,2021-11-01,2021-11-02
0.0001375630682047,nuwara eliya proper,2021-11-02,2021-11-03
0.0001375630682047,nuwara eliya proper,2021-11-03,2021-11-04
0.0001375630682047,nuwara eliya proper,2021-11-04,2021-11-05
0.0001375630682047,nuwara eliya proper,2021-11-05,2021-11-06
0.0001375630682047,nuwara eliya proper,2021-11-06,2021-11-07
0.0001375630682047,nuwara eliya proper,2021-11-07,2021-11-08
0.0001375630682047,nuwara eliya proper,2021-11-08,2021-11-09
0.0001375630682047,nuwara eliya proper,2021-11-09,2021-11-10
0.0001375630682047,nuwara eliya proper,2021-11-10,2021-11-11
0.0001375630682047,nuwara eliya proper,2021-11-11,2021-11-12
0.0001375630682047,nuwara eliya proper,2021-11-12,2021-11-13
0.0001375630682047,nuwara eliya proper,2021-11-13,2021-11-14
0.0001375630682047,nuwara eliya proper,2021-11-14,2021-11-15
0.0001375630682047,nuwara eliya proper,2021-11-15,2021-11-16
0.0001375630682047,nuwara eliya proper,2021-11-16,2021-11-17
0.0001375630682047,nuwara eliya proper,2021-11-17,2021-11-18
0.0001375630682047,nuwara eliya proper,2021-11-18,2021-11-19
0.0001375630682047,nuwara eliya proper,2021-11-19,2021-11-20
0.0001664356167209,nuwara eliya proper,2021-11-20,2021-11-21
0.0001838957088999,nuwara eliya proper,2021-11-21,2021-11-22
0.0001838957088999,nuwara eliya proper,2021-11-22,2021-11-23
0.0001838957088999,nuwara eliya proper,2021-11-23,2021-11-24
0.0001838957088999,nuwara eliya proper,2021-11-24,2021-11-25
0.0001838957088999,nuwara eliya proper,2021-11-25,2021-11-26
0.0001838957088999,nuwara eliya proper,2021-11-26,2021-11-27
0.0001838957088999,nuwara eliya proper,2021-11-27,2021-11-28
0.0001838957088999,nuwara eliya proper,2021-11-28,2021-11-29
0.0001838957088999,nuwara eliya proper,2021-11-29,2021-11-30
0.0001838957088999,nuwara eliya proper,2021-11-30,2021-12-01
4.264139387337448e-05,nuwara eliya proper,2021-12-01,2021-12-02
4.264139387337448e-05,nuwara eliya proper,2021-12-02,2021-12-03
4.264139387337448e-05,nuwara eliya proper,2021-12-03,2021-12-04
4.264139387337448e-05,nuwara eliya proper,2021-12-04,2021-12-05
4.264139387337448e-05,nuwara eliya proper,2021-12-05,2021-12-06
4.264139387337448e-05,nuwara eliya proper,2021-12-06,2021-12-07
0.0001277542208318,nuwara eliya proper,2021-12-07,2021-12-08
5.223962065679672e-05,nuwara eliya proper,2021-12-08,2021-12-09
0.0001204676103767,nuwara eliya proper,2021-12-09,2021-12-10
4.485241902878767e-05,nuwara eliya proper,2021-12-10,2021-12-11
4.485241902878767e-05,nuwara eliya proper,2021-12-11,2021-12-12
4.485241902878767e-05,nuwara eliya proper,2021-12-12,2021-12-13
4.485241902878767e-05,nuwara eliya proper,2021-12-13,2021-12-14
4.485241902878767e-05,nuwara eliya proper,2021-12-14,2021-12-15
4.485241902878767e-05,nuwara eliya proper,2021-12-15,2021-12-16
4.485241902878767e-05,nuwara eliya proper,2021-12-16,2021-12-17
4.806909959697483e-05,nuwara eliya proper,2021-12-17,2021-12-18
4.806909959697483e-05,nuwara eliya proper,2021-12-18,2021-12-19
4.806909959697483e-05,nuwara eliya proper,2021-12-19,2021-12-20
6.302742192158857e-05,nuwara eliya proper,2021-12-20,2021-12-21
6.302742192158857e-05,nuwara eliya proper,2021-12-21,2021-12-22
0.000136848831066,nuwara eliya proper,2021-12-22,2021-12-23
3.77978573665725e-05,nuwara eliya proper,2021-12-23,2021-12-24
6.854709364578421e-05,nuwara eliya proper,2021-12-24,2021-12-25
0.0001750378834578,nuwara eliya proper,2021-12-25,2021-12-26
0.0001111890456777,nuwara eliya proper,2021-12-26,2021-12-27
8.707561503487014e-05,nuwara eliya proper,2021-12-27,2021-12-28
0.0001460494741937,nuwara eliya proper,2021-12-28,2021-12-29
5.593925007572945e-05,nuwara eliya proper,2021-12-29,2021-12-30
0.0001157977655242,nuwara eliya proper,2021-12-30,2021-12-31
0.0001157977655242,nuwara eliya proper,2021-12-31,2022-01-01
0.0001157977655242,nuwara eliya proper,2022-01-01,2022-01-02
0.0001157977655242,nuwara eliya proper,2022-01-02,2022-01-03
0.0001157977655242,nuwara eliya proper,2022-01-03,2022-01-04
0.0001157977655242,nuwara eliya proper,2022-01-04,2022-01-05
0.0001157977655242,nuwara eliya proper,2022-01-05,2022-01-06
0.0001157977655242,nuwara eliya proper,2022-01-06,2022-01-07
6.382459631234894e-05,nuwara eliya proper,2022-01-07,2022-01-08
6.382459631234894e-05,nuwara eliya proper,2022-01-08,2022-01-09
6.382459631234894e-05,nuwara eliya proper,2022-01-09,2022-01-10
6.382459631234894e-05,nuwara eliya proper,2022-01-10,2022-01-11
6.382459631234894e-05,nuwara eliya proper,2022-01-11,2022-01-12
6.382459631234894e-05,nuwara eliya proper,2022-01-12,2022-01-13
6.382459631234894e-05,nuwara eliya proper,2022-01-13,2022-01-14
6.382459631234894e-05,nuwara eliya proper,2022-01-14,2022-01-15
9.700647998926192e-05,nuwara eliya proper,2022-01-15,2022-01-16
9.700647998926192e-05,nuwara eliya proper,2022-01-16,2022-01-17
9.700647998926192e-05,nuwara eliya proper,2022-01-17,2022-01-18
9.700647998926192e-05,nuwara eliya proper,2022-01-18,2022-01-19
9.700647998926192e-05,nuwara eliya proper,2022-01-19,2022-01-20
9.700647998926192e-05,nuwara eliya proper,2022-01-20,2022-01-21
9.59334189264278e-05,nuwara eliya proper,2022-01-21,2022-01-22
0.0002013388047546,nuwara eliya proper,2022-01-22,2022-01-23
0.0002137058078716,nuwara eliya proper,2022-01-23,2022-01-24
0.0002137058078716,nuwara eliya proper,2022-01-24,2022-01-25
0.0002575694053964,nuwara eliya proper,2022-01-25,2022-01-26
0.0001756174805165,nuwara eliya proper,2022-01-26,2022-01-27
8.289986287403062e-05,nuwara eliya proper,2022-01-27,2022-01-28
8.289986287403062e-05,nuwara eliya proper,2022-01-28,2022-01-29
8.289986287403062e-05,nuwara eliya proper,2022-01-29,2022-01-30
8.289986287403062e-05,nuwara eliya proper,2022-01-30,2022-01-31
8.289986287403062e-05,nuwara eliya proper,2022-01-31,2022-02-01
0.0001188941098351,nuwara eliya proper,2022-02-01,2022-02-02
3.034854991730439e-05,nuwara eliya proper,2022-02-02,2022-02-03
3.034854991730439e-05,nuwara eliya proper,2022-02-03,2022-02-04
4.703003261100508e-05,nuwara eliya proper,2022-02-04,2022-02-05
0.0003100065786437,nuwara eliya proper,2022-02-05,2022-02-06
0.0003100065786437,nuwara eliya proper,2022-02-06,2022-02-07
0.0003100065786437,nuwara eliya proper,2022-02-07,2022-02-08
0.0003100065786437,nuwara eliya proper,2022-02-08,2022-02-09
0.0002307378547026,nuwara eliya proper,2022-02-09,2022-02-10
0.0002307378547026,nuwara eliya proper,2022-02-10,2022-02-11
0.0002307378547026,nuwara eliya proper,2022-02-11,2022-02-12
0.0002307378547026,nuwara eliya proper,2022-02-12,2022-02-13
0.0002307378547026,nuwara eliya proper,2022-02-13,2022-02-14
0.0002307378547026,nuwara eliya proper,2022-02-14,2022-02-15
8.899372705409407e-05,nuwara eliya proper,2022-02-15,2022-02-16
2.189217788668978e-05,nuwara eliya proper,2022-02-16,2022-02-17
3.836771401990716e-05,nuwara eliya proper,2022-02-17,2022-02-18
3.836771401990716e-05,nuwara eliya proper,2022-02-18,2022-02-19
3.836771401990716e-05,nuwara eliya proper,2022-02-19,2022-02-20
3.836771401990716e-05,nuwara eliya proper,2022-02-20,2022-02-21
9.75711753340983e-05,nuwara eliya proper,2022-02-21,2022-02-22
0.0001917515974617,nuwara eliya proper,2022-02-22,2022-02-23
0.0001917515974617,nuwara eliya proper,2022-02-23,2022-02-24
0.0001917515974617,nuwara eliya proper,2022-02-24,2022-02-25
0.0001917515974617,nuwara eliya proper,2022-02-25,2022-02-26
4.606328142270701e-05,nuwara eliya proper,2022-02-26,2022-02-27
6.179670672577967e-05,nuwara eliya proper,2022-02-27,2022-02-28
2.0587229344284576e-05,nuwara eliya proper,2022-02-28,2022-03-01
2.0587229344284576e-05,nuwara eliya proper,2022-03-01,2022-03-02
2.0587229344284576e-05,nuwara eliya proper,2022-03-02,2022-03-03
2.0587229344284576e-05,nuwara eliya proper,2022-03-03,2022-03-04
2.0587229344284576e-05,nuwara eliya proper,2022-03-04,2022-03-05
2.0587229344284576e-05,nuwara eliya proper,2022-03-05,2022-03-06
9.149948203277136e-05,nuwara eliya proper,2022-03-06,2022-03-07
9.149948203277136e-05,nuwara eliya proper,2022-03-07,2022-03-08
0.0002391542228245,nuwara eliya proper,2022-03-08,2022-03-09
7.428724563068309e-05,nuwara eliya proper,2022-03-09,2022-03-10
3.517861110649411e-05,nuwara eliya proper,2022-03-10,2022-03-11
7.601708132974207e-05,nuwara eliya proper,2022-03-11,2022-03-12
7.601708132974207e-05,nuwara eliya proper,2022-03-12,2022-03-13
9.86136138244832e-05,nuwara eliya proper,2022-03-13,2022-03-14
0.0001541588842007,nuwara eliya proper,2022-03-14,2022-03-15
0.0001805577712351,nuwara eliya proper,2022-03-15,2022-03-16
0.0001805577712351,nuwara eliya proper,2022-03-16,2022-03-17
0.0001805577712351,nuwara eliya proper,2022-03-17,2022-03-18
0.0001805577712351,nuwara eliya proper,2022-03-18,2022-03-19
4.087961876028131e-05,nuwara eliya proper,2022-03-19,2022-03-20
8.174215025586297e-05,nuwara eliya proper,2022-03-20,2022-03-21
8.174215025586297e-05,nuwara eliya proper,2022-03-21,2022-03-22
8.174215025586297e-05,nuwara eliya proper,2022-03-22,2022-03-23
8.174215025586297e-05,nuwara eliya proper,2022-03-23,2022-03-24
3.232999739920291e-05,nuwara eliya proper,2022-03-24,2022-03-25
5.082805746928608e-05,nuwara eliya proper,2022-03-25,2022-03-26
6.374579192599576e-05,nuwara eliya proper,2022-03-26,2022-03-27
6.374579192599576e-05,nuwara eliya proper,2022-03-27,2022-03-28
9.473359802533908e-06,nuwara eliya proper,2022-03-28,2022-03-29
9.473359802533908e-06,nuwara eliya proper,2022-03-29,2022-03-30
9.473359802533908e-06,nuwara eliya proper,2022-03-30,2022-03-31
0.0001787147873759,nuwara eliya proper,2022-03-31,2022-04-01
0.0001787147873759,nuwara eliya proper,2022-04-01,2022-04-02
0.0001787147873759,nuwara eliya proper,2022-04-02,2022-04-03
0.0001787147873759,nuwara eliya proper,2022-04-03,2022-04-04
8.276620360579048e-05,nuwara eliya proper,2022-04-04,2022-04-05
8.276620360579048e-05,nuwara eliya proper,2022-04-05,2022-04-06
8.276620360579048e-05,nuwara eliya proper,2022-04-06,2022-04-07
8.276620360579048e-05,nuwara eliya proper,2022-04-07,2022-04-08
8.276620360579048e-05,nuwara eliya proper,2022-04-08,2022-04-09
8.276620360579048e-05,nuwara eliya proper,2022-04-09,2022-04-10
8.276620360579048e-05,nuwara eliya proper,2022-04-10,2022-04-11
8.276620360579048e-05,nuwara eliya proper,2022-04-11,2022-04-12
8.276620360579048e-05,nuwara eliya proper,2022-04-12,2022-04-13
8.276620360579048e-05,nuwara eliya proper,2022-04-13,2022-04-14
8.276620360579048e-05,nuwara eliya proper,2022-04-14,2022-04-15
8.276620360579048e-05,nuwara eliya proper,2022-04-15,2022-04-16
8.276620360579048e-05,nuwara eliya proper,2022-04-16,2022-04-17
8.276620360579048e-05,nuwara eliya proper,2022-04-17,2022-04-18
8.276620360579048e-05,nuwara eliya proper,2022-04-18,2022-04-19
8.276620360579048e-05,nuwara eliya proper,2022-04-19,2022-04-20
0.0002412546885316,nuwara eliya proper,2022-04-20,2022-04-21
0.0002412546885316,nuwara eliya proper,2022-04-21,2022-04-22
0.0002412546885316,nuwara eliya proper,2022-04-22,2022-04-23
0.0002412546885316,nuwara eliya proper,2022-04-23,2022-04-24
0.0002412546885316,nuwara eliya proper,2022-04-24,2022-04-25
0.0002412546885316,nuwara eliya proper,2022-04-25,2022-04-26
9.885818983883048e-05,nuwara eliya proper,2022-04-26,2022-04-27
1.2590463897989553e-05,nuwara eliya proper,2022-04-27,2022-04-28
1.2590463897989553e-05,nuwara eliya proper,2022-04-28,2022-04-29
1.2590463897989553e-05,nuwara eliya proper,2022-04-29,2022-04-30
1.519686820808881e-05,nuwara eliya proper,2022-04-30,2022-05-01
1.519686820808881e-05,nuwara eliya proper,2022-05-01,2022-05-02
0.000250341700465,nuwara eliya proper,2022-05-02,2022-05-03
0.000250341700465,nuwara eliya proper,2022-05-03,2022-05-04
0.000250341700465,nuwara eliya proper,2022-05-04,2022-05-05
